label,lm_0,lm_1,lm_2,lm_3,lm_4,lm_5,lm_6,lm_7,lm_8,lm_9,lm_10,lm_11,lm_12,lm_13,lm_14,lm_15,lm_16,lm_17,lm_18,lm_19,lm_20,lm_21,lm_22,lm_23,lm_24,lm_25,lm_26,lm_27,lm_28,lm_29,lm_30,lm_31,lm_32,lm_33,lm_34,lm_35,lm_36,lm_37,lm_38,lm_39,lm_40,lm_41,lm_42,lm_43,lm_44,lm_45,lm_46,lm_47,lm_48,lm_49,lm_50,lm_51,lm_52,lm_53,lm_54,lm_55,lm_56,lm_57,lm_58,lm_59,lm_60,lm_61,lm_62
M,0.8106339573860168,0.7312623262405396,-7.552627039331128e-07,0.7417135238647461,0.6678783893585205,-0.028789933770895004,0.7333191633224487,0.5183016061782837,-0.04352087154984474,0.8057994842529297,0.4333904981613159,-0.05814299359917641,0.8630287647247314,0.371005117893219,-0.07017810642719269,0.7214210629463196,0.43017491698265076,-0.016582174226641655,0.7075939178466797,0.33893293142318726,-0.05884159356355667,0.7128089666366577,0.42314717173576355,-0.08868908882141113,0.7210385799407959,0.5079541206359863,-0.10260995477437973,0.7826687693595886,0.42206501960754395,-0.022273313254117966,0.7623125314712524,0.3093324899673462,-0.06341250985860825,0.7596895694732666,0.40570053458213806,-0.0812598466873169,0.7632589340209961,0.5002531409263611,-0.08312007039785385,0.8454294204711914,0.4381837844848633,-0.034496862441301346,0.8354178071022034,0.3179020285606384,-0.07660682499408722,0.819966197013855,0.4218670129776001,-0.07834777981042862,0.8089631795883179,0.5142056345939636,-0.07020847499370575,0.9045663475990295,0.47153568267822266,-0.04896463826298714,0.8740088939666748,0.43169042468070984,-0.08606142550706863,0.8449276685714722,0.5255956053733826,-0.08571949601173401,0.8274867534637451,0.5996350049972534,-0.07793319970369339
M,0.8139886260032654,0.7402083873748779,-7.435849056491861e-07,0.7434183359146118,0.6717345714569092,-0.028744542971253395,0.7330234050750732,0.5255508422851562,-0.0435524545609951,0.8013980984687805,0.43988966941833496,-0.058852773159742355,0.8553774356842041,0.37495091557502747,-0.07105305790901184,0.7203400135040283,0.434490829706192,-0.011627444066107273,0.707180917263031,0.3462694585323334,-0.056197889149188995,0.7108850479125977,0.4320676624774933,-0.08783585578203201,0.7183682918548584,0.5165314078330994,-0.1024615466594696,0.7814844846725464,0.42430391907691956,-0.017863817512989044,0.7626420259475708,0.3161362409591675,-0.06118643283843994,0.7584424614906311,0.41559508442878723,-0.07953128963708878,0.7611000537872314,0.5087143182754517,-0.08077944070100784,0.8444191217422485,0.44006115198135376,-0.03130888193845749,0.8341293931007385,0.3295513391494751,-0.0734451487660408,0.8176035284996033,0.4359072148799896,-0.07352285087108612,0.8057525753974915,0.5252902507781982,-0.0637257918715477,0.9037272334098816,0.4739595055580139,-0.04742301627993584,0.8744328022003174,0.441745400428772,-0.0808982327580452,0.8468160629272461,0.5336430668830872,-0.0782654732465744,0.8300815224647522,0.6015444397926331,-0.06910049170255661
M,0.8132473230361938,0.7366824150085449,-7.535523423030099e-07,0.7436155080795288,0.6698145866394043,-0.029355574399232864,0.7342364192008972,0.526095986366272,-0.045294761657714844,0.8031010031700134,0.4399036765098572,-0.061083536595106125,0.8567070364952087,0.37279370427131653,-0.07400381565093994,0.721177339553833,0.4336719214916229,-0.015726909041404724,0.7065829634666443,0.342754065990448,-0.060120321810245514,0.7107851505279541,0.42798611521720886,-0.09123657643795013,0.7189112305641174,0.5112495422363281,-0.10578005760908127,0.7822465300559998,0.42465928196907043,-0.021791646257042885,0.7616956830024719,0.3138767182826996,-0.06515868753194809,0.758405864238739,0.4117566645145416,-0.08370744436979294,0.7616180181503296,0.5042709112167358,-0.08565885573625565,0.8450533151626587,0.4405948221683502,-0.034717608243227005,0.8326708674430847,0.32737457752227783,-0.07778006047010422,0.8168368935585022,0.4304408133029938,-0.0796581506729126,0.8055907487869263,0.5187972187995911,-0.0716371238231659,0.9044286012649536,0.4739049971103668,-0.05005515366792679,0.8709863424301147,0.443871408700943,-0.08601205796003342,0.8431235551834106,0.5380074977874756,-0.08539734780788422,0.8266366720199585,0.6083838939666748,-0.07782955467700958
M,0.8124041557312012,0.7357136011123657,-7.620590167789487e-07,0.7417353987693787,0.6678844094276428,-0.028689652681350708,0.7329999804496765,0.5223851203918457,-0.044243890792131424,0.8044803142547607,0.43817517161369324,-0.05988037586212158,0.8600624203681946,0.3745024502277374,-0.07274140417575836,0.7208989262580872,0.4334690272808075,-0.016059014946222305,0.7081735134124756,0.3427686095237732,-0.059948742389678955,0.7116070985794067,0.4281841218471527,-0.09045762568712234,0.7190189957618713,0.5111387968063354,-0.10486548393964767,0.7826124429702759,0.42461344599723816,-0.022064633667469025,0.7624015212059021,0.3142748475074768,-0.06587156653404236,0.7587550282478333,0.41346850991249084,-0.08423654735088348,0.7623512744903564,0.5065081119537354,-0.0858614444732666,0.845726490020752,0.4399946928024292,-0.03478095680475235,0.8327714204788208,0.3272532820701599,-0.07813026010990143,0.8167768120765686,0.43215411901474,-0.0800517275929451,0.8057736158370972,0.5215480327606201,-0.0717075914144516,0.9054467082023621,0.4720705449581146,-0.04980187118053436,0.8711111545562744,0.4437030255794525,-0.08587779849767685,0.8416138291358948,0.5370277166366577,-0.08591507375240326,0.823672354221344,0.6062871217727661,-0.07866501063108444
M,0.8109174966812134,0.7352980971336365,-7.587711365886207e-07,0.7415940761566162,0.6682745814323425,-0.029275845736265182,0.7351266145706177,0.5212185978889465,-0.04502427577972412,0.8086143732070923,0.43785059452056885,-0.06042131409049034,0.8640132546424866,0.37290728092193604,-0.07312307506799698,0.721613347530365,0.43164148926734924,-0.016079185530543327,0.7083967924118042,0.34375321865081787,-0.05959063395857811,0.7130187749862671,0.42917123436927795,-0.09069675207138062,0.7214184403419495,0.5132178068161011,-0.10566502809524536,0.782714307308197,0.4219403862953186,-0.021832074970006943,0.7614006996154785,0.31439223885536194,-0.06444074213504791,0.7595559358596802,0.41258975863456726,-0.08340200036764145,0.763971209526062,0.5058936476707458,-0.08610396832227707,0.8451570868492126,0.4372293949127197,-0.03433805704116821,0.833512544631958,0.32366040349006653,-0.07697422057390213,0.8188014626502991,0.42695310711860657,-0.0800749734044075,0.807578444480896,0.5167977213859558,-0.07331448048353195,0.9038723111152649,0.4701237082481384,-0.049191467463970184,0.8695986866950989,0.44472113251686096,-0.0862160325050354,0.8405329585075378,0.5399754047393799,-0.08751680701971054,0.8219545483589172,0.6103029251098633,-0.08142947405576706
M,0.8138919472694397,0.7325012683868408,-7.418686323035217e-07,0.7440956830978394,0.6675858497619629,-0.029721898958086967,0.7342228889465332,0.5222168564796448,-0.04547499492764473,0.8044417500495911,0.43735602498054504,-0.0611095055937767,0.8605204820632935,0.3736131489276886,-0.07388726621866226,0.7194701433181763,0.431693971157074,-0.01577143929898739,0.7070592641830444,0.3418657183647156,-0.05984102189540863,0.7128450870513916,0.427657812833786,-0.09067512303590775,0.7213137745857239,0.5102210640907288,-0.10515417903661728,0.7806175947189331,0.42206183075904846,-0.021459247916936874,0.7620434165000916,0.31168287992477417,-0.06508238613605499,0.760820746421814,0.41125744581222534,-0.08352581411600113,0.7649080753326416,0.5038550496101379,-0.08508272469043732,0.8434328436851501,0.43672236800193787,-0.03398464620113373,0.8328177332878113,0.32460319995880127,-0.07771581411361694,0.8189778923988342,0.42975759506225586,-0.07981623709201813,0.8083438277244568,0.5191749930381775,-0.07144070416688919,0.9029932022094727,0.46833714842796326,-0.04895611107349396,0.8724206686019897,0.43919795751571655,-0.08631447702646255,0.8440550565719604,0.5340676307678223,-0.08663776516914368,0.8255565762519836,0.605035126209259,-0.07924287766218185
M,0.8134666681289673,0.7339854836463928,-7.777246082696365e-07,0.7413181066513062,0.6668561100959778,-0.02763930894434452,0.7320734858512878,0.522136390209198,-0.042983610183000565,0.8045021891593933,0.43822965025901794,-0.05869342014193535,0.8615480065345764,0.376180499792099,-0.0717511996626854,0.7227823138237,0.4290919005870819,-0.014574400149285793,0.7103229761123657,0.3425561189651489,-0.0587991438806057,0.7120673060417175,0.4268665015697479,-0.09039459377527237,0.7177705764770508,0.5095003843307495,-0.10579175502061844,0.7837144136428833,0.42008545994758606,-0.02181020751595497,0.7639883160591125,0.3125503361225128,-0.06586029380559921,0.759452223777771,0.41307517886161804,-0.08474685996770859,0.7628371715545654,0.5056265592575073,-0.08661674708127975,0.8463165760040283,0.4369022250175476,-0.03577885776758194,0.8341375589370728,0.32356834411621094,-0.07879336178302765,0.8177052140235901,0.4271305203437805,-0.08084680140018463,0.8074390292167664,0.5142202973365784,-0.07262318581342697,0.9056175947189331,0.47275084257125854,-0.051987241953611374,0.8731142282485962,0.4476308226585388,-0.08707793802022934,0.8429321050643921,0.5387908220291138,-0.08666525036096573,0.824586808681488,0.6047235727310181,-0.07922618091106415
M,0.8144007921218872,0.7344375848770142,-7.554694434475095e-07,0.7435680031776428,0.6669970750808716,-0.02977357991039753,0.7343986630439758,0.5213744044303894,-0.04569212719798088,0.8049225211143494,0.43653324246406555,-0.061196643859148026,0.8598561882972717,0.3703753352165222,-0.07376330345869064,0.7224681973457336,0.4289581775665283,-0.016514945775270462,0.7092555165290833,0.33911800384521484,-0.061659764498472214,0.7136633396148682,0.4248950481414795,-0.09332007169723511,0.7222513556480408,0.5074325799942017,-0.10839973390102386,0.7841901779174805,0.42039841413497925,-0.02276134304702282,0.7641841173171997,0.3088316023349762,-0.06750663369894028,0.7607433795928955,0.40860843658447266,-0.08661746233701706,0.7644895315170288,0.501408040523529,-0.08860954642295837,0.8472526669502258,0.4369625151157379,-0.03590848296880722,0.8356627821922302,0.32356858253479004,-0.08065636456012726,0.819598376750946,0.4284847378730774,-0.08281755447387695,0.808199942111969,0.5172275304794312,-0.07447664439678192,0.9062430262565613,0.4712071120738983,-0.05142003297805786,0.8714791536331177,0.4449968934059143,-0.08879324048757553,0.8420006036758423,0.5403749942779541,-0.08850832283496857,0.8238746523857117,0.6101460456848145,-0.08082769066095352
M,0.8129805326461792,0.7348763942718506,-7.648080782018951e-07,0.7423380613327026,0.6658223271369934,-0.028788426890969276,0.7343758344650269,0.5215734243392944,-0.04499208927154541,0.805300235748291,0.4358156621456146,-0.060775287449359894,0.8601422905921936,0.36881622672080994,-0.07374206185340881,0.7227542400360107,0.4301229417324066,-0.01661021076142788,0.7082384824752808,0.33921653032302856,-0.06161903217434883,0.712968111038208,0.42476633191108704,-0.09323818236589432,0.7217435240745544,0.5081978440284729,-0.108395054936409,0.7842166423797607,0.4217561185359955,-0.023840006440877914,0.7642198204994202,0.3080613613128662,-0.0683068186044693,0.7611567974090576,0.4084351062774658,-0.08735258132219315,0.7648904323577881,0.5019466280937195,-0.08952189981937408,0.8473927974700928,0.43896663188934326,-0.03785586357116699,0.8365051746368408,0.3220894932746887,-0.0819190964102745,0.8203430771827698,0.42322438955307007,-0.08444409817457199,0.8092153668403625,0.5090734362602234,-0.0768938884139061,0.9063393473625183,0.4746159017086029,-0.05406147986650467,0.87253737449646,0.4443938136100769,-0.0901232361793518,0.8447617888450623,0.5379840731620789,-0.08917970955371857,0.8286653161048889,0.6063013076782227,-0.08167555183172226
M,0.8146768808364868,0.7357653975486755,-7.638302008672326e-07,0.7436366677284241,0.6666738986968994,-0.028731694445014,0.7340827584266663,0.5220203995704651,-0.044424399733543396,0.804711639881134,0.4369077682495117,-0.060001205652952194,0.8600625395774841,0.37178826332092285,-0.07273249328136444,0.7223522067070007,0.42964500188827515,-0.015924427658319473,0.7092994451522827,0.33832693099975586,-0.060275886207818985,0.7137326598167419,0.42309999465942383,-0.09169592708349228,0.7216551899909973,0.5060247182846069,-0.10692176967859268,0.7838536500930786,0.4214054048061371,-0.022782322019338608,0.7642885446548462,0.30930012464523315,-0.06674864888191223,0.761900007724762,0.4092666506767273,-0.0858931764960289,0.76566481590271,0.5025931000709534,-0.0882791206240654,0.8471688032150269,0.43878987431526184,-0.03638017177581787,0.8357416391372681,0.3217308521270752,-0.0800616443157196,0.8202650547027588,0.42407292127609253,-0.0826796367764473,0.8090171217918396,0.5119386315345764,-0.0752086266875267,0.9066992998123169,0.4747454822063446,-0.052260830998420715,0.8743796348571777,0.445387065410614,-0.08884719759225845,0.8447040319442749,0.5380947589874268,-0.08882579207420349,0.8256527185440063,0.6074759364128113,-0.081803098320961
M,0.816792905330658,0.7362922430038452,-7.600132789775671e-07,0.7443803548812866,0.6686334609985352,-0.029164209961891174,0.7332099676132202,0.52226722240448,-0.0450216569006443,0.8030460476875305,0.43514037132263184,-0.06073852628469467,0.8582028746604919,0.36820387840270996,-0.0734931156039238,0.7215520739555359,0.43089571595191956,-0.015587201341986656,0.707768440246582,0.3392940163612366,-0.060379866510629654,0.7132331728935242,0.4248790740966797,-0.09167388081550598,0.7220125794410706,0.5076438784599304,-0.10668430477380753,0.782746434211731,0.42116162180900574,-0.022308891639113426,0.7637696266174316,0.30876031517982483,-0.06683540344238281,0.7612892985343933,0.40936148166656494,-0.08559271693229675,0.7648818492889404,0.502504289150238,-0.08760728687047958,0.8457155823707581,0.43663522601127625,-0.03606318682432175,0.835522472858429,0.3196430802345276,-0.08032380789518356,0.8197687864303589,0.42244669795036316,-0.08288394659757614,0.8085137605667114,0.5103554725646973,-0.07526722550392151,0.9048429727554321,0.4702702760696411,-0.05218599736690521,0.8727356791496277,0.4397233724594116,-0.08913985639810562,0.8444061279296875,0.5333914756774902,-0.08941373974084854,0.8271331191062927,0.6031142473220825,-0.08261784166097641
M,0.8154101967811584,0.7360575199127197,-7.566638942080317e-07,0.7426942586898804,0.6679931879043579,-0.02995687536895275,0.7326416373252869,0.5215945243835449,-0.04655728489160538,0.8039625883102417,0.4353426694869995,-0.06297286599874496,0.8587703108787537,0.3687375783920288,-0.07647061347961426,0.7222468852996826,0.4293237030506134,-0.01716531254351139,0.7079086899757385,0.34032440185546875,-0.06335458159446716,0.7121425271034241,0.4261520206928253,-0.09618789702653885,0.720683753490448,0.5103800296783447,-0.11210325360298157,0.7838714718818665,0.419238418340683,-0.024004384875297546,0.7642442584037781,0.30868643522262573,-0.06943608075380325,0.7604528069496155,0.4098227322101593,-0.08877367526292801,0.7637643218040466,0.5040444731712341,-0.09114927798509598,0.8467819094657898,0.435433566570282,-0.03795531392097473,0.8363186120986938,0.3195713758468628,-0.08236546069383621,0.8200685977935791,0.4246775507926941,-0.084086112678051,0.8089535236358643,0.5144525766372681,-0.07594622671604156,0.90557861328125,0.4703812599182129,-0.05450603365898132,0.8739917874336243,0.442167192697525,-0.09141108393669128,0.8444364666938782,0.5364336967468262,-0.09122307598590851,0.8263114094734192,0.6058807373046875,-0.08408758044242859
